"","ptID","category","slope","WMA","old","x","y"
"278",278,"deciduous",8,"Freedom Hills Wildlife Management Area",1,"409246.925046299"," 3831626.7885571"
"279",279,"deciduous",5,"Freedom Hills Wildlife Management Area",1,"408766.000847041"," 3835167.38107352"
"280",280,"deciduous",17,"Freedom Hills Wildlife Management Area",0,"410286.006891282"," 3834547.93101878"
"281",281,"mixed",13,"Freedom Hills Wildlife Management Area",0,"402898.616945985"," 3842405.74602195"
"282",282,"evergreen",2,"Freedom Hills Wildlife Management Area",0,"404670.728434995"," 3839342.81922056"
"283",283,"deciduous",4,"Freedom Hills Wildlife Management Area",0,"405806.012045644"," 3840731.11813846"
"284",284,"deciduous",13,"Freedom Hills Wildlife Management Area",1,"411306.542227417"," 3836006.68165643"
"285",285,"open",10,"Freedom Hills Wildlife Management Area",0,"415941.217195771"," 3838413.8787616"
"286",286,"evergreen",4,"Freedom Hills Wildlife Management Area",1,"413556.177918915"," 3830957.00178375"
"287",287,"deciduous",11,"Freedom Hills Wildlife Management Area",1,"411807.30945938"," 3838380.21977305"
"288",288,"deciduous",8,"Freedom Hills Wildlife Management Area",1,"414399.018752805"," 3839752.47711829"
"289",289,"open",3,"Freedom Hills Wildlife Management Area",0,"414033.536372295"," 3844178.37440144"
"290",290,"mixed",9,"Freedom Hills Wildlife Management Area",1,"408504.953463324"," 3838149.61963817"
"291",291,"deciduous",15,"Freedom Hills Wildlife Management Area",0,"417020.938431746"," 3839538.38031318"
"292",292,"evergreen",7,"Freedom Hills Wildlife Management Area",0,"414919.491071552"," 3836626.64578439"
"293",293,"deciduous",6,"Freedom Hills Wildlife Management Area",1,"412727.843899986"," 3833723.1945177"
"294",294,"deciduous",16,"Freedom Hills Wildlife Management Area",0,"407317.284834005"," 3833359.99590426"
"295",295,"evergreen",7,"Freedom Hills Wildlife Management Area",0,"407625.147712962"," 3837843.04021299"
"296",296,"deciduous",10,"Freedom Hills Wildlife Management Area",0,"415437.4457725"," 3837594.30151003"
"297",297,"deciduous",5,"Freedom Hills Wildlife Management Area",1,"413535.110183844"," 3839295.06493254"
"298",298,"deciduous",5,"Freedom Hills Wildlife Management Area",0,"411076.019111888"," 3841525.62736044"
"299",299,"deciduous",9,"Freedom Hills Wildlife Management Area",0,"411084.772555987"," 3832740.64484938"
"300",300,"deciduous",15,"Freedom Hills Wildlife Management Area",0,"414457.297099577"," 3834339.13766642"
"301",301,"deciduous",8,"Freedom Hills Wildlife Management Area",1,"402553.934086586"," 3841660.98873002"
"302",302,"deciduous",17,"Freedom Hills Wildlife Management Area",0,"412409.396745822"," 3838324.2050816"
"303",303,"open",9,"Freedom Hills Wildlife Management Area",0,"414095.467538192"," 3843873.84872884"
"304",304,"open",6,"Freedom Hills Wildlife Management Area",1,"405330.207251277"," 3839251.60841283"
"305",305,"deciduous",11,"Freedom Hills Wildlife Management Area",0,"415375.002136731"," 3836942.79807124"
"306",306,"deciduous",2,"Freedom Hills Wildlife Management Area",0,"414858.592376103"," 3829969.31771448"
"307",307,"deciduous",7,"Freedom Hills Wildlife Management Area",1,"413662.825772832"," 3840627.6613071"
"308",308,"deciduous",6,"Freedom Hills Wildlife Management Area",0,"408456.452543682"," 3835106.53762053"
"309",309,"open",5,"Freedom Hills Wildlife Management Area",0,"406709.6290522"," 3841603.14890213"
"310",310,"evergreen",6,"Freedom Hills Wildlife Management Area",0,"413985.664667022"," 3837340.97099032"
"311",311,"open",4,"Freedom Hills Wildlife Management Area",1,"405989.892082198"," 3837576.83920411"
"312",312,"mixed",18,"Freedom Hills Wildlife Management Area",0,"417246.398310042"," 3840622.85348048"
"313",313,"deciduous",8,"Freedom Hills Wildlife Management Area",0,"410146.538556974"," 3832140.69802825"
"314",314,"evergreen",5,"Freedom Hills Wildlife Management Area",1,"415109.655818609"," 3838610.76599394"
"315",315,"deciduous",13,"Freedom Hills Wildlife Management Area",1,"409527.742932874"," 3834558.70782937"
"316",316,"deciduous",9,"Freedom Hills Wildlife Management Area",1,"414450.108644503"," 3840285.51423118"
"317",317,"deciduous",9,"Freedom Hills Wildlife Management Area",1,"411842.837967741"," 3841603.67254101"
"318",318,"open",12,"Freedom Hills Wildlife Management Area",1,"404109.031678597"," 3835062.68347369"
"319",319,"deciduous",7,"Freedom Hills Wildlife Management Area",0,"404455.624673934"," 3842171.31427802"
"320",320,"deciduous",4,"Freedom Hills Wildlife Management Area",0,"405484.437876166"," 3837056.16001382"
"321",321,"open",6,"Freedom Hills Wildlife Management Area",1,"399337.68486067"," 3845186.78755619"
"322",322,"deciduous",6,"Freedom Hills Wildlife Management Area",0,"406533.500619303"," 3833104.22024642"
"323",323,"deciduous",4,"Freedom Hills Wildlife Management Area",0,"408256.165706615"," 3833332.42911255"
"324",324,"open",3,"Freedom Hills Wildlife Management Area",0,"416393.76949224"," 3841867.39515308"
"325",325,"deciduous",5,"Freedom Hills Wildlife Management Area",0,"411212.229626671"," 3842947.04543357"
"326",326,"open",8,"Freedom Hills Wildlife Management Area",0,"406661.407186251"," 3841099.71993958"
"327",327,"deciduous",3,"Freedom Hills Wildlife Management Area",0,"403782.835513789"," 3839903.43778413"
"328",328,"deciduous",9,"Freedom Hills Wildlife Management Area",1,"411352.023412571"," 3842187.12013632"
"329",329,"open",16,"Freedom Hills Wildlife Management Area",0,"412083.924163126"," 3838414.24089819"
"330",330,"open",8,"Freedom Hills Wildlife Management Area",0,"411778.247278167"," 3833004.80373578"
"331",331,"evergreen",7,"Freedom Hills Wildlife Management Area",0,"414816.52610661"," 3830481.18589256"
"332",332,"deciduous",5,"Freedom Hills Wildlife Management Area",0,"410158.985583563"," 3832587.73027848"
"333",333,"open",9,"Freedom Hills Wildlife Management Area",0,"410824.73137775"," 3837635.04814078"
"334",334,"deciduous",7,"Freedom Hills Wildlife Management Area",0,"413552.852090935"," 3829971.28247351"
"335",335,"open",2,"Freedom Hills Wildlife Management Area",1,"406235.309026919"," 3837285.10950105"
"336",336,"evergreen",15,"Freedom Hills Wildlife Management Area",1,"403121.363692323"," 3841877.1174245"
"337",337,"open",7,"Freedom Hills Wildlife Management Area",0,"412426.800855473"," 3841041.43276087"
"338",338,"deciduous",14,"Freedom Hills Wildlife Management Area",0,"404963.494203086"," 3837642.41875973"
"339",339,"deciduous",7,"Freedom Hills Wildlife Management Area",1,"408899.418826154"," 3830852.36058023"
"340",340,"deciduous",4,"Freedom Hills Wildlife Management Area",0,"407204.728844295"," 3834087.56381739"
"341",341,"deciduous",3,"Freedom Hills Wildlife Management Area",0,"405187.769262419"," 3842521.50197199"
"342",342,"deciduous",15,"Freedom Hills Wildlife Management Area",1,"413703.880021499"," 3838203.76829626"
"343",343,"deciduous",2,"Freedom Hills Wildlife Management Area",0,"408208.20896448"," 3835368.65747964"
"344",344,"deciduous",9,"Freedom Hills Wildlife Management Area",1,"414061.493339313"," 3841935.03191803"
"345",345,"deciduous",5,"Freedom Hills Wildlife Management Area",1,"411812.919303891"," 3832732.66599631"
"346",346,"deciduous",5,"Freedom Hills Wildlife Management Area",0,"402305.911640385"," 3840339.56057157"
"347",347,"mixed",7,"Freedom Hills Wildlife Management Area",0,"404442.836466115"," 3832521.78303866"
"348",348,"evergreen",6,"Freedom Hills Wildlife Management Area",0,"415399.710581075"," 3842587.30663974"
"349",349,"evergreen",7,"Freedom Hills Wildlife Management Area",1,"413929.249915785"," 3831997.95061146"
"350",350,"evergreen",5,"Freedom Hills Wildlife Management Area",1,"403806.609959457"," 3840468.90372299"
"351",351,"mixed",9,"Freedom Hills Wildlife Management Area",0,"411639.141691941"," 3838844.03081002"
"352",352,"open",6,"Lauderdale Wildlife Management Area",0,"400485.642476956"," 3866051.78269006"
"353",353,"deciduous",7,"Lauderdale Wildlife Management Area",0,"397020.342542173"," 3867300.098879"
"354",354,"deciduous",20,"Lauderdale Wildlife Management Area",0,"408736.946419941"," 3873528.49846504"
"355",355,"deciduous",14,"Lauderdale Wildlife Management Area",1,"398587.343352746"," 3871605.17704072"
"356",356,"evergreen",2,"Lauderdale Wildlife Management Area",0,"394487.307844581"," 3872255.32942768"
"357",357,"evergreen",21,"Lauderdale Wildlife Management Area",1,"398019.767341503"," 3871389.12983407"
"358",358,"deciduous",18,"Lauderdale Wildlife Management Area",1,"392481.426291088"," 3873517.20886347"
"359",359,"evergreen",3,"Lauderdale Wildlife Management Area",0,"405381.923897137"," 3873392.61536002"
"360",360,"deciduous",9,"Lauderdale Wildlife Management Area",1,"397171.341062689"," 3868241.94940862"
"361",361,"open",14,"Lauderdale Wildlife Management Area",0,"403699.427057526"," 3868202.30721556"
"362",362,"open",13,"Lauderdale Wildlife Management Area",1,"400219.212041376"," 3865807.71638817"
"363",363,"deciduous",15,"Lauderdale Wildlife Management Area",1,"396501.667087458"," 3866960.00069976"
"364",364,"deciduous",6,"Lauderdale Wildlife Management Area",0,"407413.694838467"," 3873352.92596164"
"365",365,"deciduous",8,"Lauderdale Wildlife Management Area",0,"395447.726758168"," 3867058.01133772"
"366",366,"evergreen",2,"Lauderdale Wildlife Management Area",1,"398418.466882089"," 3872696.22636386"
"367",367,"evergreen",3,"Lauderdale Wildlife Management Area",0,"398849.587917715"," 3868952.13662443"
"368",368,"evergreen",7,"Lauderdale Wildlife Management Area",1,"397672.145486602"," 3870614.94659103"
"369",369,"mixed",9,"Lauderdale Wildlife Management Area",1,"392701.403927494"," 3872959.08010448"
"370",370,"deciduous",6,"Lauderdale Wildlife Management Area",1,"399865.826971382"," 3870679.75117065"
"371",371,"deciduous",13,"Lauderdale Wildlife Management Area",1,"397043.69188112"," 3866909.59375356"
"372",372,"deciduous",16,"Lauderdale Wildlife Management Area",0,"395861.457444202"," 3866302.60943067"
"373",373,"deciduous",12,"Lauderdale Wildlife Management Area",0,"396180.261716148"," 3865824.8810132"
"374",374,"deciduous",13,"Lauderdale Wildlife Management Area",0,"397947.279937505"," 3865242.3434305"
"375",375,"deciduous",8,"Lauderdale Wildlife Management Area",0,"396730.132239512"," 3866490.67526269"
"376",376,"deciduous",4,"Lauderdale Wildlife Management Area",1,"398306.463362846"," 3868674.06605893"
"377",377,"deciduous",11,"Lauderdale Wildlife Management Area",0,"398728.005423636"," 3864512.5456936"
"378",378,"open",5,"Lauderdale Wildlife Management Area",1,"393642.125399744"," 3874215.77754477"
"379",379,"evergreen",2,"Lauderdale Wildlife Management Area",1,"398112.04751981"," 3869498.67318887"
"380",380,"deciduous",16,"Lauderdale Wildlife Management Area",1,"393606.827515889"," 3870993.01346331"
"381",381,"deciduous",7,"Lauderdale Wildlife Management Area",0,"405551.348126764"," 3871674.25430537"
"382",382,"evergreen",14,"Lauderdale Wildlife Management Area",1,"405802.594767199"," 3869858.6476964"
"383",383,"deciduous",5,"Lauderdale Wildlife Management Area",1,"395217.236372749"," 3873531.62743004"
"384",384,"evergreen",4,"Lauderdale Wildlife Management Area",0,"396524.349875956"," 3871319.11508804"
"385",385,"deciduous",12,"Lauderdale Wildlife Management Area",1,"393412.380750057"," 3871817.61420322"
"386",386,"deciduous",8,"Lauderdale Wildlife Management Area",1,"397738.90160199"," 3868458.00885124"
"387",387,"deciduous",10,"Lauderdale Wildlife Management Area",1,"396307.238300389"," 3867784.62044674"
"388",388,"deciduous",3,"Lauderdale Wildlife Management Area",1,"397799.81573516"," 3871947.26059059"
"389",389,"deciduous",23,"Lauderdale Wildlife Management Area",1,"392946.905941588"," 3872667.41358057"
"390",390,"open",8,"Lauderdale Wildlife Management Area",0,"399835.172106519"," 3865604.45973152"
"391",391,"deciduous",12,"Lauderdale Wildlife Management Area",1,"395857.534940308"," 3865944.50887789"
"392",392,"deciduous",13,"Lauderdale Wildlife Management Area",1,"393023.484431332"," 3873466.80239244"
"393",393,"deciduous",15,"Lauderdale Wildlife Management Area",0,"396319.90394728"," 3866648.31276187"
"394",394,"deciduous",8,"Lauderdale Wildlife Management Area",0,"395564.015135488"," 3868271.94045564"
"395",395,"mixed",6,"Lauderdale Wildlife Management Area",0,"393510.56502051"," 3872525.38563466"
"396",396,"deciduous",17,"Lauderdale Wildlife Management Area",1,"393657.879405723"," 3871525.94584868"
"397",397,"evergreen",5,"Lauderdale Wildlife Management Area",1,"394920.678939665"," 3873290.37227135"
"398",398,"mixed",14,"Lauderdale Wildlife Management Area",1,"395570.775228562"," 3868659.64263036"
"399",399,"open",13,"Lauderdale Wildlife Management Area",1,"401717.564584432"," 3864324.10958571"
"400",400,"open",7,"Lauderdale Wildlife Management Area",1,"398526.411145016"," 3868115.92354112"
"401",401,"deciduous",8,"Lauderdale Wildlife Management Area",0,"399069.342210491"," 3869977.18885145"
"402",402,"deciduous",9,"Lauderdale Wildlife Management Area",0,"398496.274790487"," 3863996.39427724"
"403",403,"deciduous",12,"Lauderdale Wildlife Management Area",1,"401344.419672469"," 3863283.41350934"
"404",404,"evergreen",7,"Lauderdale Wildlife Management Area",0,"394340.42930152"," 3874210.57859083"
"405",405,"open",6,"Lauderdale Wildlife Management Area",0,"396191.793814206"," 3872604.61626536"
"406",406,"deciduous",3,"Lauderdale Wildlife Management Area",1,"398469.540443815"," 3873229.14378452"
"407",407,"open",11,"Lauderdale Wildlife Management Area",0,"406279.221629365"," 3870710.42224656"
"408",408,"deciduous",20,"Lauderdale Wildlife Management Area",1,"395959.641166441"," 3867010.40664356"
"409",409,"deciduous",9,"Lauderdale Wildlife Management Area",0,"397652.26808074"," 3866285.43018176"
"410",410,"evergreen",4,"Lauderdale Wildlife Management Area",1,"398172.980237201"," 3872987.89348267"
"411",411,"deciduous",17,"Lauderdale Wildlife Management Area",1,"395494.19346817"," 3867860.22974742"
"412",412,"mixed",10,"Lauderdale Wildlife Management Area",1,"398838.640639255"," 3865667.27103255"
"413",413,"deciduous",11,"Lauderdale Wildlife Management Area",0,"406710.430199488"," 3871088.4892757"
"414",414,"mixed",5,"Lauderdale Wildlife Management Area",1,"394368.842305783"," 3870384.47077181"
"415",415,"evergreen",5,"Lauderdale Wildlife Management Area",0,"397107.649573824"," 3872967.49627626"
"416",416,"deciduous",10,"Lauderdale Wildlife Management Area",1,"392558.004157058"," 3874316.5935092"
"417",417,"mixed",10,"Lauderdale Wildlife Management Area",1,"394021.243439061"," 3869610.26825878"
"418",418,"deciduous",20,"Lauderdale Wildlife Management Area",0,"395018.725942978"," 3867336.88016393"
"419",419,"deciduous",15,"Lauderdale Wildlife Management Area",0,"399257.575612874"," 3864015.2088951"
"420",420,"deciduous",7,"Lauderdale Wildlife Management Area",1,"396495.768755566"," 3872606.21629306"
"421",421,"open",13,"Lauderdale Wildlife Management Area",1,"399329.591105632"," 3865083.91272459"
"422",422,"mixed",6,"Lauderdale Wildlife Management Area",1,"396619.512494401"," 3865335.95017859"
"423",423,"open",2,"Lauderdale Wildlife Management Area",1,"396250.276825446"," 3872897.8833019"
"424",424,"mixed",1,"Lauderdale Wildlife Management Area",0,"407082.018722014"," 3870844.8234141"
"425",425,"mixed",9,"Lauderdale Wildlife Management Area",0,"401879.008863229"," 3863472.66936718"
"426",426,"mixed",19,"Lauderdale Wildlife Management Area",0,"398709.727371469"," 3869711.92534255"
"427",427,"deciduous",9,"Lauderdale Wildlife Management Area",0,"398872.239633926"," 3865066.70407026"
"428",428,"deciduous",17,"Lauderdale Wildlife Management Area",1,"397330.426630949"," 3864194.43369333"
"429",429,"deciduous",13,"Lauderdale Wildlife Management Area",0,"401068.018980649"," 3865788.51163361"
"430",430,"deciduous",1,"Lauderdale Wildlife Management Area",0,"407645.557342393"," 3872285.90309993"
"431",431,"deciduous",17,"Lauderdale Wildlife Management Area",1,"399820.537314041"," 3864500.552331"
"432",432,"deciduous",19,"Lauderdale Wildlife Management Area",0,"399085.912014698"," 3869198.99786256"
"433",433,"deciduous",8,"Lauderdale Wildlife Management Area",0,"404219.718846399"," 3869826.68210172"
"434",434,"open",4,"Lauderdale Wildlife Management Area",1,"397850.885674891"," 3872480.18213332"
"435",435,"open",4,"Lauderdale Wildlife Management Area",1,"397978.565117479"," 3873812.47587771"
"436",436,"evergreen",13,"Lauderdale Wildlife Management Area",0,"404353.743950537"," 3870590.85253356"
"437",437,"deciduous",10,"Lauderdale Wildlife Management Area",1,"399252.995396706"," 3864284.48610374"
"438",438,"evergreen",9,"Lauderdale Wildlife Management Area",0,"395294.08547302"," 3868625.6301138"
"439",439,"evergreen",12,"Lauderdale Wildlife Management Area",0,"400226.173855244"," 3864612.18627269"
"440",440,"deciduous",9,"Lauderdale Wildlife Management Area",1,"394317.789483433"," 3869851.53475375"
"441",441,"deciduous",13,"Lauderdale Wildlife Management Area",1,"394732.197215274"," 3868468.78033476"
"442",442,"evergreen",7,"Lauderdale Wildlife Management Area",0,"395176.000918412"," 3871832.83303473"
"443",443,"evergreen",5,"Lauderdale Wildlife Management Area",0,"401071.955755648"," 3866146.6076292"
"444",444,"deciduous",4,"Lauderdale Wildlife Management Area",0,"397546.224380984"," 3864861.42980534"
"445",445,"deciduous",9,"Lauderdale Wildlife Management Area",1,"398654.079899066"," 3869448.26046246"
"446",446,"deciduous",10,"Lauderdale Wildlife Management Area",0,"396653.967258825"," 3870769.38298909"
"447",447,"open",3,"Lauderdale Wildlife Management Area",1,"397340.233683431"," 3867150.86204287"
"448",448,"mixed",11,"Lauderdale Wildlife Management Area",1,"397247.933748994"," 3869041.35577493"
"449",449,"deciduous",13,"Lauderdale Wildlife Management Area",1,"397882.257834932"," 3867100.45326152"
"450",450,"deciduous",15,"Lauderdale Wildlife Management Area",0,"407375.143071731"," 3871683.79017255"
"451",451,"evergreen",11,"Lauderdale Wildlife Management Area",1,"397120.280595186"," 3867709.00890544"
"452",452,"mixed",8,"Lauderdale Wildlife Management Area",0,"396337.157989556"," 3865242.71848403"
"453",453,"deciduous",12,"Lauderdale Wildlife Management Area",1,"394977.688113058"," 3868177.10658998"
"454",454,"deciduous",11,"Lauderdale Wildlife Management Area",0,"407006.480686152"," 3870373.92368922"
"455",455,"deciduous",4,"Lauderdale Wildlife Management Area",0,"398727.847055612"," 3870218.04848345"
"456",456,"deciduous",9,"Lauderdale Wildlife Management Area",0,"395918.809061662"," 3870389.68656156"
"457",457,"deciduous",19,"Lauderdale Wildlife Management Area",1,"396874.796359955"," 3868000.68371199"
"458",458,"deciduous",7,"Lauderdale Wildlife Management Area",0,"403364.593863205"," 3870414.03594262"
"459",459,"open",3,"Perdido River Wildlife Management Area",0,"442059.394594171"," 3409083.49916748"
"460",460,"evergreen",0,"Perdido River Wildlife Management Area",0,"453174.597876797"," 3394733.07731296"
"461",461,"evergreen",3,"Perdido River Wildlife Management Area",0,"451782.430741431"," 3398529.28575864"
"462",462,"deciduous",2,"Perdido River Wildlife Management Area",0,"460047.770859346"," 3391744.50065838"
"463",463,"evergreen",3,"Perdido River Wildlife Management Area",0,"441102.378535884"," 3409503.45730562"
"464",464,"evergreen",6,"Perdido River Wildlife Management Area",1,"442907.901418658"," 3408793.83735305"
"465",465,"open",3,"Perdido River Wildlife Management Area",0,"455077.74334205"," 3394103.90329892"
"466",466,"evergreen",4,"Perdido River Wildlife Management Area",0,"441230.000983874"," 3411173.74337038"
"467",467,"evergreen",0,"Perdido River Wildlife Management Area",1,"458368.24143755"," 3394095.69858247"
"468",468,"open",2,"Perdido River Wildlife Management Area",0,"439801.955816777"," 3409805.3098579"
"469",469,"evergreen",3,"Perdido River Wildlife Management Area",0,"452496.90867199"," 3398101.76823119"
"470",470,"evergreen",1,"Perdido River Wildlife Management Area",0,"453638.306706636"," 3394208.83459191"
"471",471,"open",1,"Perdido River Wildlife Management Area",0,"460857.588709433"," 3389775.32499098"
"472",472,"evergreen",1,"Perdido River Wildlife Management Area",0,"446348.809134787"," 3405257.37656998"
"473",473,"evergreen",4,"Perdido River Wildlife Management Area",1,"446670.695932139"," 3405467.57872699"
"474",474,"open",1,"Perdido River Wildlife Management Area",0,"459775.182160613"," 3389185.77725529"
"475",475,"evergreen",0,"Perdido River Wildlife Management Area",1,"443690.893912578"," 3408450.21151436"
"476",476,"evergreen",0,"Perdido River Wildlife Management Area",1,"459420.294841537"," 3393726.53086893"
"477",477,"evergreen",3,"Perdido River Wildlife Management Area",0,"458178.617100918"," 3392731.25843589"
"478",478,"evergreen",0,"Perdido River Wildlife Management Area",0,"456836.377782511"," 3392586.75688066"
"479",479,"evergreen",2,"Perdido River Wildlife Management Area",0,"457399.377996726"," 3392473.83740257"
"480",480,"evergreen",3,"Perdido River Wildlife Management Area",0,"455719.271832534"," 3393863.44501918"
"481",481,"evergreen",1,"Perdido River Wildlife Management Area",0,"458140.84431817"," 3392013.6243174"
"482",482,"open",2,"Perdido River Wildlife Management Area",0,"453140.505989942"," 3395968.22050631"
"483",483,"evergreen",1,"Perdido River Wildlife Management Area",1,"443640.229585075"," 3407914.21798115"
"484",484,"evergreen",3,"Perdido River Wildlife Management Area",0,"452118.681939593"," 3397295.92472028"
"485",485,"evergreen",3,"Perdido River Wildlife Management Area",1,"446350.586977372"," 3404956.78628902"
"486",486,"open",1,"Perdido River Wildlife Management Area",0,"454169.000490909"," 3395030.46313718"
"487",487,"evergreen",1,"Perdido River Wildlife Management Area",0,"440286.399897101"," 3408858.80282954"
"488",488,"evergreen",2,"Perdido River Wildlife Management Area",1,"441636.657065317"," 3409723.84546929"
"489",489,"evergreen",1,"Perdido River Wildlife Management Area",1,"451786.238649883"," 3396335.54220414"
"490",490,"mixed",3,"Perdido River Wildlife Management Area",0,"460264.18036067"," 3388929.5153987"
"491",491,"open",2,"Perdido River Wildlife Management Area",0,"459159.227013065"," 3388101.65500242"
"492",492,"open",2,"Perdido River Wildlife Management Area",0,"442109.813833878"," 3408658.21658739"
"493",493,"evergreen",1,"Perdido River Wildlife Management Area",1,"455008.994966898"," 3393058.65563799"
"494",494,"open",1,"Perdido River Wildlife Management Area",0,"455894.938883612"," 3393486.38716621"
"495",495,"evergreen",1,"Perdido River Wildlife Management Area",0,"457787.203315313"," 3393699.49516548"
"496",496,"evergreen",0,"Perdido River Wildlife Management Area",0,"458470.41737314"," 3394536.83201835"
"497",497,"evergreen",1,"Perdido River Wildlife Management Area",0,"457316.48902237"," 3391279.64029088"
"498",498,"open",2,"Perdido River Wildlife Management Area",0,"459497.984496149"," 3388490.57447209"
"499",499,"open",2,"Perdido River Wildlife Management Area",0,"459340.787574364"," 3391931.0596643"
"500",500,"evergreen",1,"Perdido River Wildlife Management Area",1,"451710.156966926"," 3395531.39941717"
"501",501,"evergreen",2,"Perdido River Wildlife Management Area",1,"447545.608811899"," 3403222.57682795"
"502",502,"open",3,"Perdido River Wildlife Management Area",0,"458896.02736021"," 3389148.09628126"
"503",503,"open",4,"Perdido River Wildlife Management Area",0,"439511.582178525"," 3412806.34019102"
"504",504,"evergreen",2,"Perdido River Wildlife Management Area",1,"447789.67421697"," 3402929.33025724"
"505",505,"open",1,"Perdido River Wildlife Management Area",1,"447738.980352735"," 3402393.29188851"
"506",506,"evergreen",2,"Perdido River Wildlife Management Area",0,"452591.159626912"," 3395268.53522438"
"507",507,"evergreen",0,"Perdido River Wildlife Management Area",0,"461357.82740844"," 3391230.86361983"
"508",508,"open",1,"Perdido River Wildlife Management Area",1,"461605.799525965"," 3388112.36904949"
"509",509,"evergreen",2,"Perdido River Wildlife Management Area",0,"440249.22968513"," 3410063.88406227"
"510",510,"evergreen",1,"Perdido River Wildlife Management Area",0,"461231.460770814"," 3387666.69632166"
"511",511,"evergreen",3,"Perdido River Wildlife Management Area",1,"457392.331038537"," 3395268.9921096"
"512",512,"open",1,"Perdido River Wildlife Management Area",1,"462002.147584769"," 3389427.44678567"
"513",513,"evergreen",2,"Perdido River Wildlife Management Area",0,"457431.500975723"," 3393131.8986937"
"514",514,"evergreen",1,"Perdido River Wildlife Management Area",1,"453697.245567106"," 3396426.82451719"
"515",515,"open",2,"Perdido River Wildlife Management Area",1,"458073.489978328"," 3393852.92253317"
"516",516,"evergreen",0,"Perdido River Wildlife Management Area",0,"452291.564394147"," 3396889.11481103"
"517",517,"open",4,"Perdido River Wildlife Management Area",0,"460619.221120022"," 3391720.90449537"
"518",518,"evergreen",2,"Perdido River Wildlife Management Area",0,"440732.870342245"," 3409748.29592566"
"519",519,"evergreen",2,"Perdido River Wildlife Management Area",0,"460305.989951769"," 3388414.7217857"
"520",520,"evergreen",0,"Perdido River Wildlife Management Area",1,"457138.483164751"," 3392588.46260878"
"521",521,"evergreen",1,"Perdido River Wildlife Management Area",0,"455905.5759253"," 3394236.59694306"
"522",522,"evergreen",1,"Perdido River Wildlife Management Area",0,"457565.470465629"," 3391676.97256057"
"523",523,"open",2,"Perdido River Wildlife Management Area",0,"457729.543988157"," 3394365.96652461"
"524",524,"evergreen",1,"Perdido River Wildlife Management Area",0,"458418.173285337"," 3391116.16250042"
"525",525,"evergreen",2,"Perdido River Wildlife Management Area",1,"460228.374102296"," 3393650.68166679"
"526",526,"open",3,"Perdido River Wildlife Management Area",1,"460345.340861496"," 3392017.06068227"
"527",527,"evergreen",2,"Perdido River Wildlife Management Area",1,"452182.431362493"," 3397650.5060292"
"528",528,"evergreen",1,"Perdido River Wildlife Management Area",0,"458590.869476592"," 3392301.93418615"
"529",529,"evergreen",3,"Perdido River Wildlife Management Area",0,"459481.55943026"," 3389273.44123319"
"530",530,"evergreen",3,"Perdido River Wildlife Management Area",0,"451442.595652686"," 3397809.98462323"
"531",531,"evergreen",1,"Perdido River Wildlife Management Area",1,"459023.97100362"," 3392411.53339483"
"532",532,"evergreen",1,"Perdido River Wildlife Management Area",0,"452382.037092842"," 3396249.65064156"
"533",533,"evergreen",3,"Perdido River Wildlife Management Area",0,"455668.315534918"," 3394919.90516155"
"534",534,"evergreen",0,"Perdido River Wildlife Management Area",0,"458262.01407144"," 3394886.91486155"
"535",535,"evergreen",3,"Perdido River Wildlife Management Area",0,"456527.18347554"," 3395380.20159347"
"536",536,"evergreen",1,"Perdido River Wildlife Management Area",0,"459909.596507379"," 3388692.34421075"
"537",537,"open",3,"Perdido River Wildlife Management Area",0,"448168.279343385"," 3402142.78033251"
"538",538,"evergreen",5,"Perdido River Wildlife Management Area",1,"443446.785162769"," 3408743.41785878"
"539",539,"evergreen",2,"Perdido River Wildlife Management Area",1,"447158.85115608"," 3404881.11066154"
"540",540,"evergreen",1,"Perdido River Wildlife Management Area",1,"453031.657641342"," 3395137.09814493"
"541",541,"evergreen",2,"Perdido River Wildlife Management Area",0,"440762.598689978"," 3408784.22822633"
"542",542,"evergreen",0,"Perdido River Wildlife Management Area",1,"461590.481108243"," 3390818.36982388"
"543",543,"evergreen",3,"Perdido River Wildlife Management Area",0,"447208.91999386"," 3403494.45078463"
"544",544,"evergreen",1,"Perdido River Wildlife Management Area",0,"447729.169489469"," 3401012.17992572"
"545",545,"open",1,"Perdido River Wildlife Management Area",1,"458399.175463503"," 3388683.86231975"
"546",546,"evergreen",2,"Perdido River Wildlife Management Area",0,"459851.455436901"," 3388397.29081815"
"547",547,"evergreen",3,"Perdido River Wildlife Management Area",0,"440693.48412761"," 3409331.41811476"
"548",548,"evergreen",0,"Perdido River Wildlife Management Area",0,"448815.227478291"," 3401000.59414781"
"549",549,"evergreen",1,"Perdido River Wildlife Management Area",1,"452645.100760978"," 3396795.88236123"
"550",550,"open",4,"Perdido River Wildlife Management Area",1,"460563.894691613"," 3391455.65252719"
"551",551,"evergreen",2,"Perdido River Wildlife Management Area",0,"457707.455099667"," 3395089.18808179"
"552",552,"evergreen",6,"Perdido River Wildlife Management Area",0,"451324.941325329"," 3395928.07005931"
"553",553,"evergreen",0,"Perdido River Wildlife Management Area",0,"454211.04706331"," 3397069.72603158"
"554",554,"evergreen",0,"Perdido River Wildlife Management Area",0,"461130.229564824"," 3392334.01410439"
"555",555,"evergreen",2,"Perdido River Wildlife Management Area",1,"452426.450028641"," 3397357.21645558"
